自治体,タイトル,URL,取得日
埼玉県,【募集終了】令和7年度 埼玉版スーパー・シティプロジェクト市町村まちづくり支援業務委託に関する公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0503/r6sscp-proposal.html,2026-05-02
埼玉県,【募集終了】北部地域振興交流拠点基本計画策定等支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/hokubu/r6competition.html,2026-05-02
埼玉県,【募集終了】埼玉県県庁舎再整備基本構想・基本計画策定支援業務の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a0205/kinoukentou/kihonkosokihonkeikakuitaku.html,2026-05-02
埼玉県,【募集終了】「さいたまけん★こどものこえ」メンバー募集に係る広報業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0607/kodomonokoe/r7kikakuteiann.html,2026-05-02
埼玉県,令和7年度シニアの活躍の場の拡大事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0813/siniakatsuyaku-koubo/r6-seniorkigyou-koubo.html,2026-05-02
埼玉県,令和7年度70歳雇用制度導入アドバイザー派遣業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0813/siniakatsuyaku-koubo/70saikoyouseidoadvisor2023-koubo.html,2026-05-02
埼玉県,障害者の差別解消及び権利擁護相談窓口等業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/sabetu/sabetsukaisho-sodan.html,2026-05-02
埼玉県,若者自立支援センター埼玉運営・就業支援事業（対面、メタバース）業務委託に係る企画提案競技の再実施について,https://www.pref.saitama.lg.jp/a0816/rodo/r7wakamonojiritsuitaku2.html,2026-05-02
埼玉県,埼玉県環境科学国際センターメディアワークショップ新規映像制作業務委託公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/b0508/r6-2eizouseisaku.html,2026-05-02
埼玉県,こどもの居場所づくり支援事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/ibasho/itaku20250301.html,2026-05-02
埼玉県,「令和7年度埼玉県保育士等キャリアアップ研修事業業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/kenko/jidofukushi/kosodateshien/hoikushi/r7careerup.html,2026-05-02
埼玉県,「令和7年度保育士・子育て支援員等研修事業業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/kenko/jidofukushi/kosodateshien/hoikushi/r7hoikushi_kosodateshiennin.html,2026-05-02
埼玉県,令和7年度埼玉県保育士・保育園支援センター運営等事業委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/hoiku-jinzai/r7hohocenter_bosyu.html,2026-05-02
埼玉県,令和7年度県内中小企業若手社員等合同研修会業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/rodo/2025wakate.html,2026-05-02
埼玉県,令和7年度埼玉県障害福祉従事者等研修事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kensyu/r5kikakuteian.html,2026-05-02
埼玉県,障害者差別解消法等周知啓発動画作成業務委託契約に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/sabetu/sabetsukaisho-doga2.html,2026-05-02
埼玉県,令和7年度グローバル人材育成センター埼玉事業業務委託契約に係る企画提案の公募（プロポーザル）,https://www.pref.saitama.lg.jp/a0306/global/proposal2025.html,2026-05-02
埼玉県,中小企業人手不足対応支援事業調査業務委託の企画提案競技の実施について（令和7年度）,https://www.pref.saitama.lg.jp/a0805/hitodebusoku/proposal2025.html,2026-05-02
埼玉県,所有者不明土地の管理適正化マニュアル作成業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0108/tochiseisaku/koubo01.html,2026-05-02
埼玉県,令和7年度埼玉県外国人介護人材雇用促進事業業務委託に係る企画提案の公募(プロポーザル),https://www.pref.saitama.lg.jp/a0603/jinzaikakuho/gaikokuzin.html,2026-05-02
埼玉県,令和7年度埼玉県民泊・旅行業・通訳案内士窓口受付業務委託に係る企画提案競技について（公示案件）,https://www.pref.saitama.lg.jp/a0806/kouzi.html,2026-05-02
埼玉県,令和7年度埼玉県LINE、電話及びメタバースによる性の多様性に関する相談事業業務委託に関する公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0303/2025seinotayousei-soudanitaku.html,2026-05-02
埼玉県,令和7年度埼玉県性的マイノリティが働きやすい環境づくり事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0303/2025seitekimainorithi-kigyou-itaku.html,2026-05-02
埼玉県,プレコンセプションケア相談センター事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/boshi/puretama.html,2026-05-02
埼玉県,令和7年度Instagram埼玉県公式アカウント運用サポート業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0314/sainokuni/r7instagram.html,2026-05-02
埼玉県,介護テクノロジー導入・業務改善支援センター（仮称）業務委託に係る企画提案の公募(プロポーザル),https://www.pref.saitama.lg.jp/a0603/kaigo-net/seisansei/2025sentaa_itaku_puropo.html,2026-05-02
埼玉県,【募集終了】中小企業人手不足対応支援事業調査業務委託の企画提案競技の実施について（令和6年度）,https://www.pref.saitama.lg.jp/a0805/hitodebusoku/hitodebusoku.html,2026-05-02
埼玉県,令和7年度埼玉県プロフェッショナル人材戦略拠点運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/projinzai/kikakuteian2025.html,2026-05-02
埼玉県,令和7年度埼玉しごとセンター運営事業等業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/shigotocenter/20240212koukoku.html,2026-05-02
埼玉県,令和7年度埼玉県女性キャリアセンター在宅ワーク就業支援事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/swcc/6_jyokyari_itaku/7_zaitaku.html,2026-05-02
埼玉県,就労B型受注拡大ステーション事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kikakuteian_shu-b-station.html,2026-05-02
埼玉県,令和7年度埼玉県女性キャリアセンター運営事業等業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/swcc/7_jyokyari_itaku.html,2026-05-02
埼玉県,埼玉県障害者雇用総合サポートセンター障害者職場定着支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/rodo/kikakuteian.html,2026-05-02
埼玉県,埼玉県障害者雇用総合サポートセンター企業支援業務等委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/rodo/supportcenter.html,2026-05-02
埼玉県,【候補者の決定】ねんりんピック彩の国さいたま2026宿泊・輸送等業務公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/b0617/nenrin-shukuhakuyusou/puropo.html,2026-05-02
埼玉県,【委託候補事業者の決定】ものづくり企業の社会実装フェーズにおける資金調達のための成長戦略策定支援業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/seityousien.html,2026-05-02
埼玉県,【契約先候補者の決定】埼玉県eスポーツトレーニングキャンプ2024運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/esports/esports_camp2024.html,2026-05-02
埼玉県,【募集終了】公園等建設工事（所沢航空記念公園スケートパーク基本構想検討業務委託）簡易公募型プロポーザル方式について［公園スタジアム課］,https://www.pref.saitama.lg.jp/a1105/tokorozawaskatekihon.html,2026-05-02
埼玉県,【募集終了】SAITAMAロボティクスセンター（仮称）情報ネットワーク基盤等開発支援業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/r6kikakuteian_rcs.html,2026-05-02
埼玉県,彩の国だより特集号を活用した「埼玉の日本酒」情報発信等業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0314/sainokuni/sainokunidayori-tokusyugo-pr.html,2026-05-02
埼玉県,災害時要配慮者避難体制整備サポート事業業務委託公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0604/r5hinantaiseiseibi/koubojisshi.html,2026-05-02
埼玉県,【契約先候補者の決定】埼玉県eスポーツイベント2024運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/esports/esports_event2024.html,2026-05-02
埼玉県,埼玉県サーキュラーエコノミー事例集デザイン及び印刷等業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0507/circular/jireishu/r6jireishu.html,2026-05-02
埼玉県,オープンデータ活用イベント等運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/dx/20221018_koubo.html,2026-05-02
埼玉県,【募集終了】「共育てハンドブック（仮称）」広報業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0607/tomosodate/tomosodadekouhou.html,2026-05-02
埼玉県,【募集終了】埼玉県持続可能な地域公共交通ネットワーク構築検討調査業務の企画提案募集について,https://www.pref.saitama.lg.jp/a0109/jizokukanounakoukyoukoutu.html,2026-05-02
埼玉県,令和6年度農福連携マッチングモデル事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kikakuteian_noufuku/kikakuteian_jisshi6.html,2026-05-02
埼玉県,【委託候補事業者の決定】埼玉県の地酒を活用した観光プロモーション業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/jizake.html,2026-05-02
埼玉県,令和6年度パパ・ママ応援ショップ等協賛店舗開拓業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0607/papa-mama/r6kaitaku.html,2026-05-02
埼玉県,令和6年度訪日外国人実態調査業務企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0806/r6inbound-research.html,2026-05-02
埼玉県,「令和6年度埼玉県児童相談所第三者評価業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0608/gyakutai-taiou/r6_daisansya.html,2026-05-02
埼玉県,【募集終了】埼玉県孤独・孤立対策に係る普及啓発動画制作・広報業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0601/kodoku-koritsu/hukyukeihatsu-kikakuteian.html,2026-05-02
埼玉県,【募集終了】埼玉県重度障害者グループホーム職員研修事業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kensyu/r6-gh-kikakuteiann.html,2026-05-02
埼玉県,埼玉県ウェブチャットによる困難な問題を抱える女性相談及びDV相談業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0309/webchatsoudan_kikaku.html,2026-05-02
埼玉県,【募集終了】産業団地エネルギー効率的利用策検討調査業務委託の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/c1303/energy_kouritu.html,2026-05-02
埼玉県,（募集終了）埼玉県虐待通報ダイヤル電話相談・交換業務等委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0601/gyakutaizyourei/documents/kikakuteian030707.html,2026-05-02
埼玉県,災害時要配慮者避難体制整備サポート事業業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/r6hinantaiseiseibi/r6hinantaiseiseibi.html,2026-05-02
埼玉県,【募集終了】「渋沢栄一翁を軸としたメディア系FAMツアー企画・実施等業務委託」企画提案競技について,https://www.pref.saitama.lg.jp/a0806/page/20240703.html,2026-05-02
埼玉県,令和6年度「頑張る新規就農者応援事業（多様な担い手確保PR事業）業務委託」の企画提案競技を実施します,https://www.pref.saitama.lg.jp/a0903/keieitai/kikakuteian/r6prjigyoukoukoku.html,2026-05-02
埼玉県,【募集終了】「児童相談所業務支援システム再構築等業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0608/gyakutai-taiou/r6jisou_system.html,2026-05-02
埼玉県,【募集終了】令和6年度埼玉県産いちごプロモーション業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0902/r6_ichigo.html,2026-05-02
埼玉県,渋沢翁にゆかりのある民間企業の強みを生かした観光消費促進キャンペーン業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/shibusawa/campaign.html,2026-05-02
埼玉県,【募集終了】令和6年度商店街支援人材育成研修事業業務委託　企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0802/shoutengai/r6jinzaiikusei.html,2026-05-02
埼玉県,【募集終了】埼玉県海外ビジネス可能性調査業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0804/bijinesuchousa/page/kokusai20240619.html,2026-05-02
埼玉県,令和6年度子育て世帯向け移住促進に係る情報発信及び動画制作業務企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/r6ijyuudouga.html,2026-05-02
埼玉県,【募集終了】令和6年度埼玉県バーチャルユースセンター運営業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0307/vyc/20240527_koubo.html,2026-05-02
埼玉県,【契約先候補者が決定しました】埼玉県スポーツアプリ作成及びデジタルスタンプラリー等観戦促進業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/webapplication/nyuusatu060510.html,2026-05-02
埼玉県,【募集終了】河川改修工事（新河岸川汚染土対策検討業務委託）の公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/b1002/sanpaitop/r6kentou.html,2026-05-02
埼玉県,潜在保育士掘り起こし事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/hoikushi/senzaihoikushihoriokoshi_koubo.html,2026-05-02
埼玉県,【募集終了】イントラプレナー人材育成ワークショップ業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r6_intorepreneur.html,2026-05-02
埼玉県,【募集終了】オープンイノベーション創出促進事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r6_oi-itaku.html,2026-05-02
埼玉県,【募集終了】スタートアップ創出プログラム業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r6_startup-pg-itaku.html,2026-05-02
埼玉県,令和6年度おもてなし通訳案内士プラス育成事業業務企画提案競技について,https://www.pref.saitama.lg.jp/a0806/20240621omotenashi.html,2026-05-02
埼玉県,【募集終了】令和6年度埼玉県産農産物首都圏プロモーション業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0902/r6_agri.html,2026-05-02
埼玉県,「埼玉県和文化フェスタ2024」企画運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0305/proposal-festa2024.html,2026-05-02
埼玉県,令和6年度埼玉県アライによる暮らしやすい環境づくり推進セミナー事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0303/2024ally-seminar.html,2026-05-02
埼玉県,令和6年度「官民連携・共創による緑の保全・活用」企画・運営等支援業務委託の公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0508/6hozenkatuyou-puropo.html,2026-05-02
埼玉県,保育士支援ポータルサイト制作及び運営保守業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/hoikushi/hoikushiportalsite_koubo.html,2026-05-02
埼玉県,【募集終了】「共育てハンドブック（仮称）」作成業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0607/ikumen/tomosodate.html,2026-05-02
埼玉県,【募集終了】「こども県政サポーター（仮称）」募集に係る広報業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0607/supporter.html,2026-05-02
埼玉県,「やさしい日本語」普及促進事業業務委託の公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0306/yasashi-nihongo/2024kouza.html,2026-05-02
埼玉県,【募集終了】「渋沢栄一起業家サロン（仮称）」運営等業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r6_uneiitaku.html,2026-05-02
埼玉県,男性育休推進イベント（仮）開催業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/r6ikukyuteian.html,2026-05-02
埼玉県,令和6年度子育て世帯層向け移住促進オンデマンドセミナー動画制作業務委託 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/r6seminar/r6seminar.html,2026-05-02
埼玉県,多文化共生を推進するボランティア育成事業業務の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a0306/kikakuteian.html,2026-05-02
埼玉県,【募集終了】BIツール試行的導入支援業務委託 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0206/20240402_proposal_data-renkei.html,2026-05-02
埼玉県,【委託候補事業者の決定】新一万円札発行を記念した観光・物産関連商品の企画・促進等業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/shibusawa/ichiman.html,2026-05-02
埼玉県,【募集終了】令和6年度埼玉移住広告・SNSプロモーション業務 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/r6promotion/r6promotion.html,2026-05-02
埼玉県,DX計画実行事業業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/dx/20240410_koubo.html,2026-05-02
埼玉県,【委託候補事業者の決定】渋沢栄一翁を軸とした広域観光プロモーション業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/shibusawapr/shibusawapr.html,2026-05-02
埼玉県,公金収納のキャッシュレス化推進に係る広報物及び動画作成業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a1201/kouhou-20240514.html,2026-05-02
埼玉県,令和6年度にじいろ県民講座業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0303/2024lgbtq-kouza.html,2026-05-02
埼玉県,【募集終了】学生向け起業プログラム業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r6_stukigyo-itaku.html,2026-05-02
埼玉県,【契約先候補者を決定しました】大宮双輪場のあり方に関する調査検討業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0201/r6kikakuteian-arikata.html,2026-05-02
埼玉県,【委託候補事業者の決定】新一万円札発行を契機とした観光周遊促進キャンペーン企画・実施等業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/shibusawa/silkhat.html,2026-05-02
埼玉県,ノーコードツール運用支援業務企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/dx/2024no-code-unyo.html,2026-05-02
埼玉県,「埼玉版ＳＤＧｓ官民連携プラットフォーム水辺空間の持続可能な利活用及び環境課題解決に向けた部会業務委託」の公募型プロポーザル実施について,https://www.pref.saitama.lg.jp/a1008/kawanosaisei/koukoku/r6sdgs.html,2026-05-02
埼玉県,県内プロスポーツチームと連携した出会いのきっかけづくりとなる婚活イベント業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0607/kekkon/kikakuteian/sports.html,2026-05-02
埼玉県,北部地域振興交流拠点における産業振興施策及び施設に係る運営手法等の調査検討業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/hokubu/20240326.html,2026-05-02
埼玉県,令和6年度「空き家コーディネーター」業務委託の簡易公募型プロポーザルについて（終了しました）,https://www.pref.saitama.lg.jp/a1106/akiya/r6_akiyacoordinator.html,2026-05-02
埼玉県,【募集終了】ＳＡＩＴＡＭＡロボティクスセンター（仮称）管理運営アドバイザリー業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/koubo-kanriunei.html,2026-05-02
埼玉県,【募集終了】令和6年度埼玉県県庁舎再整備検討支援事業業務の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a0205/kinoukentou/kinoukentour6.html,2026-05-02
埼玉県,ジェンダー視点による避難所開設・運営の充実強化業務委託 公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0402/jenda-hinanjo.html,2026-05-02
埼玉県,【委託先候補事業者の決定】ものづくり企業の事業多角化支援業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/takakuka-shien.html,2026-05-02
埼玉県,「企業人材リスキリング・求人支援ポータル制作業務委託」企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0811/reskilling-portal/portal-kikakushinsa.html,2026-05-02
埼玉県,「令和6年度県内中小企業のためのデジタル人材育成事業業務委託」企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0811/dizitaljinzai/r6dizitalkikakuteian.html,2026-05-02
埼玉県,労働者協同組合啓発業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/r6roukyou.html,2026-05-02
埼玉県,生成AI導入業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/dx/20240408_koubo.html,2026-05-02
埼玉県,「令和6年度スマート農業人材育成研修運営業務委託」の企画提案競技を実施します,https://www.pref.saitama.lg.jp/a0903/fukyu/smart-agriculture/smart-hpr5.html,2026-05-02
埼玉県,令和6年度SAITAMAリバーサポーターズプロジェクト事業支援業務及びデジタルポイントカードによる参加促進企画「リバサポ・クエスト」業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0505/riversupporters/proporsal2024rs.html,2026-05-02
埼玉県,【募集終了】北部地域振興交流拠点基本構想策定等支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/hokubu/r5competition.html,2026-05-02
埼玉県,【募集終了】令和6年度 埼玉版スーパー・シティプロジェクト 市町村と企業等のマッチング強化業務委託に関する公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0503/r6sscp-matching.html,2026-05-02
埼玉県,埼玉県妊婦緊急一時受け入れ事業コーディネーター業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/boshi/tyoukaku/ninnpukinnkilyuu.html,2026-05-02
埼玉県,「令和6年度埼玉県保育士等キャリアアップ研修事業業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/kenko/jidofukushi/kosodateshien/hoikushi/r6careerup.html,2026-05-02
埼玉県,令和6年度「埼玉農業経営塾運営業務委託」の企画提案競技を実施します,https://www.pref.saitama.lg.jp/a0903/keieitai/kikakuteian/r6keieijuku.html,2026-05-02
埼玉県,「令和6年度保育士・子育て支援員等研修事業業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/kenko/jidofukushi/kosodateshien/hoikushi/r6hoikushi_kosodateshiennin.html,2026-05-02
埼玉県,令和6年度県内中小企業若手社員等合同研修会業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/rodo/2024wakate.html,2026-05-02
埼玉県,令和6年度埼玉県性的マイノリティが働きやすい環境づくり事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0303/2024seitekimainorithi-kigyou-itaku.html,2026-05-02
埼玉県,令和6年度埼玉県LINE、電話及びメタバースによる性の多様性に関する相談事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0303/2024seinotayousei-soudanitaku.html,2026-05-02
埼玉県,【募集終了】「令和6年度見沼たんぼ公有地管理運営業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0108/rikatsuyou-koubo/r6.html,2026-05-02
埼玉県,【募集終了】「令和6年度見沼たんぼに適した農作物の実証栽培業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0108/rikatsuyou-koubo/r6jissyousaibai.html,2026-05-02
埼玉県,令和6年度埼玉しごとセンター運営事業等業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/shigotocenter/20230220koukoku.html,2026-05-02
埼玉県,「令和6年度スポーツビジネス相談対応等業務委託」企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0802/sports/itaku2024.html,2026-05-02
埼玉県,「令和5年度埼玉県児童相談所一時保護所第三者評価業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0608/gyakutai-taiou/r5_daisansya/hogosho.html,2026-05-02
埼玉県,渋沢栄一翁を軸とした観光プロモーション業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/shibusawapr.html,2026-05-02
埼玉県,【募集終了】「うどん共和国埼玉」PR動画制作等業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/udon/udonpr.html,2026-05-02
埼玉県,【募集終了】北部地域産業振興機能等調査検討業務の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a0812/hokubutiiki20220518.html,2026-05-02
埼玉県,【募集終了】北部地域産業振興施設等調査検討業務の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a0812/hokubu/20230508.html,2026-05-02
埼玉県,【委託候補事業者の決定】埼玉県議会PR用動画制作業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/e1601/promotion/r5-promotion.html,2026-05-02
埼玉県,【募集終了】令和５年度第２回埼玉県医療提供施設光熱費等高騰対策支援金申請受付等業務委託公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0701/r5_2_bukkakoutousien_top.html,2026-05-02
埼玉県,【委託候補事業者の決定】イノベーション創出アクションプラン策定支援等業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/plan.html,2026-05-02
埼玉県,【募集終了】埼玉県eスポーツトレーニングキャンプ2023運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/esports/esports_camp2023.html,2026-05-02
埼玉県,【募集終了】埼玉県eスポーツイベント 2023運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/esports/esports_event.html,2026-05-02
埼玉県,埼玉バーチャル観光大使事務局・SNS等での情報発信運営業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0806/2023vtubersns2.html,2026-05-02
埼玉県,令和5年度農福連携マッチングモデル事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kikakuteian_noufuku/kikakuteian_jisshi.html,2026-05-02
埼玉県,【募集終了】消防団員出演によるPR動画作成業務の企画提案募集について,https://www.pref.saitama.lg.jp/a0404/nyusatsu/20230621_shobodan-prdouga.html,2026-05-02
埼玉県,令和4年度埼玉県西部地域におけるワーケーション促進事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0108/kikakuteian.html,2026-05-02
埼玉県,（募集終了）受動喫煙防止啓発動画制作業務に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/kenkochoju/judodoga.html,2026-05-02
埼玉県,【募集終了】令和5年度埼玉県産いちごプロモーション業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0902/r5_ichigo.html,2026-05-02
埼玉県,【募集終了】令和5年度情報メディアを活用した埼玉移住魅力発信業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/r5gyoumu_itaku_kikakuteian.html,2026-05-02
埼玉県,【募集終了】令和5年度埼玉移住ガイドブック作成業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/r5gyoumu_itaku_guide.html,2026-05-02
埼玉県,令和4年度「住むなら埼玉」移住総合支援事業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/r4gyoumu_itaku_kikakuteian.html,2026-05-02
埼玉県,令和4年度埼玉県移住就業支援マッチングシステム開設・運営事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijushugyo-matching-system/r4competition.html,2026-05-02
埼玉県,令和3年度「住むなら埼玉」移住総合支援事業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/sumunarasaitama/ijupromo/gyoumu_itaku_kikakuteian.html,2026-05-02
埼玉県,【募集終了】スマホデビューした高齢者向けステップアップ講座業務委託企画提案競技について,https://www.pref.saitama.lg.jp/b0110/chiikishinkou/stepupkouza.html,2026-05-02
埼玉県,次期健康増進事業歩数管理アプリコールセンター業務に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/kenkochoju/kikakuteiann-callcenter.html,2026-05-02
埼玉県,【募集終了】埼玉県次期健康増進事業 栄養・総合管理アプリ構築・サービス提供業務に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/eiyou-sougou.html,2026-05-02
