自治体,タイトル,URL,取得日
埼玉県,令和8年度埼玉県失語症者向け意思疎通支援者養成及び派遣事業業務委託契約に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/syakaisanka/8.html,2026-05-02
埼玉県,「令和8年度埼玉県保育士等キャリアアップ研修事業業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/kenko/jidofukushi/kosodateshien/hoikushi/r8careerup.html,2026-05-02
埼玉県,令和8年度就労B型受注拡大ステーション事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kikakuteian_station/20260224.html,2026-05-02
埼玉県,【委託先候補者の決定】令和8年度埼玉県住生活基本計画等策定支援業務の委託に関するプロポーザルの実施について,https://www.pref.saitama.lg.jp/a1107/jyuuseikatsu-proposal/jyuuseikatsu-r8proposal.html,2026-05-02
埼玉県,埼玉県スポーツアプリ運用保守及びスマホスタンプラリー等観戦促進業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/webapplication/nyuusatu080225.html,2026-05-02
埼玉県,令和8年度学校向けパラスポーツ体験・講演会開催事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/gakkotaiken2026.html,2026-05-02
埼玉県,【募集終了】北部地域振興交流拠点における「食と農のイノベーション拠点」調査検討業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/hokubu/20260201.html,2026-05-02
埼玉県,埼玉で働く・ジモト就職促進事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/rodo/2026jimotosyuusyokukoubo.html,2026-05-02
埼玉県,令和8年度埼玉県保育士・保育園支援センター運営等事業委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/hoiku-jinzai/r8hohocenter_bosyu.html,2026-05-02
埼玉県,令和8年度夢の保育士後押し事業委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/hoiku-jinzai/r8yumenohoikushi_bosyu.html,2026-05-02
埼玉県,令和8年度介護老人保健施設等に対する日帰り支援等への参入促進業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kikakuteian_ikea/20260304.html,2026-05-02
埼玉県,令和8年度訪問看護師確保・育成事業に係る委託業務の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0709/kikakuteiankyougi/houkan.html,2026-05-02
埼玉県,令和8年度看護学生実習指導者講習会事業に係る委託業務の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0709/kikakuteiankyougi/jisshusidousha.html,2026-05-02
埼玉県,「令和8年度保育士・子育て支援員等研修事業業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/kenko/jidofukushi/kosodateshien/hoikushi/r8hoikushi_kosodateshiennin.html,2026-05-02
埼玉県,令和8年度グローバル人材育成センター埼玉事業業務委託契約に係る企画提案の公募（プロポーザル）,https://www.pref.saitama.lg.jp/a0306/global/proposal2026.html,2026-05-02
埼玉県,永年保存文書の持続可能な保存の在り方検討業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0203/2026kikakuteian.html,2026-05-02
埼玉県,【委託先候補者決定】令和7年度埼玉県聴覚障害者情報提供総合推進事業業務委託契約に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/syakaisanka/r7chokakusogoitakukikakuteian.html,2026-05-02
埼玉県,【委託先候補者決定】令和7年度埼玉県盲ろう者向け通訳・介助員養成及び派遣事業業務委託契約に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/syakaisanka/r7moroitakukikakuteian.html,2026-05-02
埼玉県,「こどもの居場所づくり支援事業業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/ibasho/itaku20260227.html,2026-05-02
埼玉県,令和8年度埼玉県民泊・旅行業・通訳案内士窓口受付業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0806/ryokogyo/20260227.html,2026-05-02
埼玉県,令和8年度ムサシトミヨ保護センターの管理及びムサシトミヨの保護業務にかかる公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/b0508/r8tomiyoseibutsu.html,2026-05-02
埼玉県,（募集終了）受動喫煙防止啓発ポスターデザイン作成・印刷業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/tabako/kenju/poster.html,2026-05-02
埼玉県,令和8年度埼玉県性的マイノリティが働きやすい環境づくり事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0303/2026seitekimainorithi-kigyou-itaku.html,2026-05-02
埼玉県,令和8年度埼玉県LINE及び電話による性の多様性に関する相談事業業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0303/2026seinotayousei-soudanitaku.html,2026-05-02
埼玉県,【募集終了】埼玉県移住・定住ポスターデザイン・印刷業務委託 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/r7poster/2025122201.html,2026-05-02
埼玉県,【募集終了】令和7年度埼玉移住広告・SNSプロモーション業務 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/r7promotion/r7promotion.html,2026-05-02
埼玉県,若者自立支援センター埼玉運営・就業支援事業（対面、メタバース）業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/rodo/yisc2026.html,2026-05-02
埼玉県,令和8年度埼玉しごとセンター運営事業等業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/shigotocenter/2025koukoku.html,2026-05-02
埼玉県,令和8年度埼玉県女性キャリアセンター運営事業等業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/swcc/8_jyokyari_itaku/proposal.html,2026-05-02
埼玉県,【申込受付を終了しました】「令和8年度見沼たんぼ公有地管理運営業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0108/rikatsuyou-koubo/r8.html,2026-05-02
埼玉県,令和8年度埼玉県障害者雇用総合サポートセンター障害者職場定着支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/swcc/syougai/kikakuteianr801.html,2026-05-02
埼玉県,令和8年度埼玉県障害者雇用総合サポートセンター企業支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/swcc/syougai/kikakuteianr802.html,2026-05-02
埼玉県,多目的競技場基本計画策定等業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0201/puropo.html,2026-05-02
埼玉県,【契約先候補者の決定】クレジットカード発行会社企画提案競技の実施について,https://www.pref.saitama.lg.jp/a1201/creditcard2025.html,2026-05-02
埼玉県,【委託先候補者の決定】埼玉県LINE公式アカウント多言語化に係る友だち追加推進業務委託の企画提案競技実施について,https://www.pref.saitama.lg.jp/a0306/tabunkakyousei/2025line_tagengo.html,2026-05-02
埼玉県,「『放課後児童クラブスタートブック（仮称）』制作業務」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/houkago-startbook.html,2026-05-02
埼玉県,【委託候補者の決定】第38回全国健康福祉祭埼玉大会（ねんりんピック彩の国さいたま2026）イベント実施計画策定業務公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/b0617/nenrin-ibento/jissikeikaku.html,2026-05-02
埼玉県,消費者被害防止サポーター育成・活動支援事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0310/supporter/supporteritaku.html,2026-05-02
埼玉県,外国人介護人材の送り出し機関等調査業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0603/r7gaikokujin-tyousaitaku.html,2026-05-02
埼玉県,情報セキュリティ監査業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0105/security_audit2025.html,2026-05-02
埼玉県,情報セキュリティポリシー等規定類改定業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0105/security_kiteikaitei_r7.html,2026-05-02
埼玉県,『令和7年度台湾市場向けプロモーション事業業務委託』 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0806/r7gaijinkyou.html,2026-05-02
埼玉県,埼玉県eスポーツイベント2025運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/esports/esports_event2025.html,2026-05-02
埼玉県,「埼玉県立高等技術専門校令和8年度入校案内デザイン・印刷業務委託」企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0811/kikakutiankyougi/r8nyuukouannai.html,2026-05-02
埼玉県,空き家の適正管理の普及・啓発PR動画作成業務及び情報発信業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a1106/akiya/akiya_pr_itaku.html,2026-05-02
埼玉県,【募集終了】手話あいさつ100％手話普及イベント企画・運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/syuwa/r7syuwa-event.html,2026-05-02
埼玉県,埼玉県オリジナルいちご品種チラシ等デザイン制作業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0902/r7_ichigo_design.html,2026-05-02
埼玉県,【募集終了】埼玉県サステナブル企業認証制度運用業務委託の企画提案競技について,https://www.pref.saitama.lg.jp/a0102/sdgs/sastenabul.html,2026-05-02
埼玉県,「放課後児童支援員等魅力発信動画制作業務業務委託」の企画提案競技の実施について,https://www.pref.saitama.lg.jp/b0616/shienin-douga-kikakuteian.html,2026-05-02
埼玉県,埼玉県災害時の外国人支援に係る訓練・研修業務委託の公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0306/tabunkakyousei/2025proposal_saigai.html,2026-05-02
埼玉県,埼玉県サーキュラーエコノミー型製品等に係るカーボンフットプリント算定支援等業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0507/ce-itaku/cfpsantei.html,2026-05-02
埼玉県,【募集終了】食と技の展示会埼玉県ブース装飾・運営等業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/jibasangyou/syokutowaza_2025proposal.html,2026-05-02
埼玉県,令和7年度BIツールに係る県職員向け研修事業業務委託 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0206/20250919_kikakuteian_bi-tool-kensyu.html,2026-05-02
埼玉県,「AI(あい)たまキャリア」PR動画制作業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/rodo/aitama-career-prdouga.html,2026-05-02
埼玉県,【募集終了】埼玉県職員採用情報ホームページ改修業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/f1903/saiyou/r7saiyouhp.html,2026-05-02
埼玉県,「令和7年度乳幼児ケアエキスパート育成事業業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0608/satooya/kikakuteian/kikakuteian070908.html,2026-05-02
埼玉県,令和7年度多様な働き方実践企業認定制度PR動画制作業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/r7tayouprdouga.html,2026-05-02
埼玉県,令和7年度農福連携マッチングモデル事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0605/kikakuteian_noufuku/kikakuteian_jisshi7.html,2026-05-02
埼玉県,第２回埼玉ＰＸ大賞受賞企業周知用動画制作業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/r7saitamapxsyuuchi.html,2026-05-02
埼玉県,「河川改修調査工事（河川広報誌作成業務委託）」の公募型プロポーザル実施について,https://www.pref.saitama.lg.jp/a1007/kasenkouhoushi.html,2026-05-02
埼玉県,【募集終了】令和7年度埼玉県企業立地セミナーin大阪の運営支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0804/kikakuteian_r7seminar.html,2026-05-02
埼玉県,【募集終了】埼玉県孤独・孤立対策ポータルサイト改修業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0601/kodoku-koritsu/portalsite-kikakuteian.html,2026-05-02
埼玉県,ねんりんピック彩の国さいたま2026カウントダウンボード制作等業務委託公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/b0617/nenrin/070715.html,2026-05-02
埼玉県,埼玉県新生児聴覚スクリーニング検査精度管理業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/boshi/tyoukaku/tyoukakuseidokanri.html,2026-05-02
埼玉県,ＳＡＩＴＡＭＡロボティクスセンター（仮称）管理運営検討支援業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/2025kentousien.html,2026-05-02
埼玉県,第10次埼玉県廃棄物処理基本計画に関する調査業務委託プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0507/haikibutsu_keikaku.html,2026-05-02
埼玉県,うどんを活用した観光プロモーション業務委託業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0806/udon.html,2026-05-02
埼玉県,令和7年度障害者レクリエーション活動等実施事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/syogaisyarecreation_2025.html,2026-05-02
埼玉県,【委託候補者の決定】令和7年度彩の国ふれあいピック（秋季大会）開催事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/fureaipikkusyuki2025.html,2026-05-02
埼玉県,【委託候補者の決定】令和7年度公募型パラスポーツ活動支援事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/koubogataparakikaku2025.html,2026-05-02
埼玉県,【委託契約候補者の決定】025 企委第1号    埼玉県水道用水供給事業広報動画制作業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/c1304/90d00-01yousui/r7kouhoudougaseisakugyoumuitaku.html,2026-05-02
埼玉県,【委託候補者の決定】令和7年度部活動地域移行促進のための地域クラブ活動支援統括コーディネーター業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/chiikiclubkatudousiencoordinator.html,2026-05-02
埼玉県,埼玉版リチウムイオン電池の広域回収・資源化モデル構築業務委託プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0507/lithium/proposal.html,2026-05-02
埼玉県,【委託候補者の決定】ねんりんピック彩の国さいたま2026開催1年前イベント企画業務委託公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/b0617/nenrin/070619.html,2026-05-02
埼玉県,【募集終了】「県営公園の魅力化・持続的なマネジメントに向けた活用検討アドバイザリー業務委託」の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a1105/tokorozawa_skatepark/tokorozawa_advisory.html,2026-05-02
埼玉県,令和7年度「埼玉県小児救急電話相談業務委託」の企画提案競技を実施します,https://www.pref.saitama.lg.jp/a0703/r7syonikyukyudenwasodan.html,2026-05-02
埼玉県,令和7年度パパ・ママ応援ショップ等協賛店舗開拓業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0607/papa-mama/r7kaitaku.html,2026-05-02
埼玉県,令和7年度埼玉県ＳＮＳ相談事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0705/kikakuteiansnssoudan.html,2026-05-02
埼玉県,令和7年度「頑張る新規就農者応援事業（多様な担い手確保PR事業）業務委託」の企画提案競技を実施します,https://www.pref.saitama.lg.jp/soshiki/a0903/r7prjigyou.html,2026-05-02
埼玉県,埼玉県環境科学国際センター彩かんかんドーム新規映像制作業務委託公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0501/r7eizou-itaku.html,2026-05-02
埼玉県,【募集終了】令和5年度埼玉県企業立地セミナーin大阪の運営支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0804/seminar05-osaka-itaku.html,2026-05-02
埼玉県,【募集終了】令和6年度埼玉県企業立地セミナーin東京の運営支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0804/kikakuteian_r6seminar.html,2026-05-02
埼玉県,令和7年度おもてなし通訳案内士プラス育成事業業務企画提案競技について,https://www.pref.saitama.lg.jp/a0806/r7omotenashi_guide.html,2026-05-02
埼玉県,産業団地におけるニーズ・適地調査業務委託の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/c1303/needs_tekichi.html,2026-05-02
埼玉県,水辺空間を生かしたチームビルディングを軸とする本県への誘客に向けたモデルコースの企画・検証業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/sports/fam.html,2026-05-02
埼玉県,【募集終了】令和7年度災害時要配慮者避難体制整備サポート事業業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0604/r7saigai.html,2026-05-02
埼玉県,「令和7年度埼玉県児童相談所第三者評価業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0608/gyakutai-taiou/r7_daisansya.html,2026-05-02
埼玉県,埼玉県PPA方式による県有施設への電力供給事業プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0503/ppa/ppa.html,2026-05-02
埼玉県,【委託候補事業者の決定】消費生活相談員対応強化研修業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0310/soudaninkensyu/r7soudaninkensyukettei.html,2026-05-02
埼玉県,【委託契約先候補者の決定】埼玉県北部地域の魅力を伝えるPR動画制作業務委託企画提案競技について,https://www.pref.saitama.lg.jp/b0110/chiikishinkou/hokubuchiikiprdouga.html,2026-05-02
埼玉県,【募集終了】経営革新計画フォローアップツール作成業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0805/keieikakusinkeikaku/2025followuptoolproposal.html,2026-05-02
埼玉県,【募集終了】ＳＡＩＴＡＭＡロボティクスセンター（仮称）の実証フィールド安全運用に係るガイドライン等作成業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/r7kikakuteian_guidelines.html,2026-05-02
埼玉県,【委託候補事業者の決定】外国人総合相談センター業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0306/tabunkakyousei/r7sogo-sodan.html,2026-05-02
埼玉県,【募集終了】メタバース空間を活用した埼玉県「逸品」PR業務 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/r7ippin.html,2026-05-02
埼玉県,令和7年度「大規模農業法人等の誘致活動推進事業に係る業務委託」の企画提案競技を実施します,https://www.pref.saitama.lg.jp/a0903/kigyousannyuu/r7kikakuteian-kigyosannyu.html,2026-05-02
埼玉県,令和7年度新埼玉県立図書館基本計画策定支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/f2215/toshokan/r7competition.html,2026-05-02
埼玉県,令和7年度埼玉県産いちごプロモーション業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0902/a7_ichigo.html,2026-05-02
埼玉県,【募集終了】「埼玉県SDGs官民連携プラットフォーム『埼玉の豊かな水とみどりを守り育てる』分科会 都市公園の持続可能な利活用と環境保全に関する検討部会（次世代につなぐ大宮公園検討グループ）運営業務」の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a1105/oomiya/sdgsbukaikoukoku.html,2026-05-02
埼玉県,【募集終了】市町村窓口におけるDX化促進事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0310/itaku_dx/sichousondx2.html,2026-05-02
埼玉県,【募集終了】BCPサポーター（仮）登録等業務委託の企画提案競技の実施について（令和7年度）,https://www.pref.saitama.lg.jp/a0805/bcp/proposal2025.html,2026-05-02
埼玉県,【募集終了】令和7年度子育て世代向け移住促進に係る情報発信及び動画制作業務企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/r7ijyuudouga/20250423.html,2026-05-02
埼玉県,【委託候補事業者の決定】資源循環農場・公園の運営管理に係る調査検討業務委託に係る公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0507/sigenjunkan_r7itaku.html,2026-05-02
埼玉県,【委託候補者の決定】令和8年4月開校の県立高校6校の学校PR動画制作業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/f2219/2025gakkouprdouga.html,2026-05-02
埼玉県,【募集終了】令和7年度埼玉県産農産物首都圏プロモーション業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0902/r7_agri.html,2026-05-02
埼玉県,埼玉県内大規模集客施設等におけるサーキュラーエコノミー普及啓発業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0507/ce-itaku/daikibosyukyaku.html,2026-05-02
埼玉県,【委託候補事業者の決定】令和7年度「企業を主体としたネイチャーポジティブの推進」企画・運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0508/nature-positive-koubo.html,2026-05-02
埼玉県,埼玉県サーキュラーエコノミー価値発信広報業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0507/ce-itaku/kachihassin.html,2026-05-02
埼玉県,企業誘致重点ターゲット調査分析等業務委託に係る企画提案競技の実施結果について,https://www.pref.saitama.lg.jp/a0804/kikakuteian_r7chousa.html,2026-05-02
埼玉県,【委託候補事業者の決定】令和7年度DX計画実行事業業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/dx/20250410_koubo.html,2026-05-02
埼玉県,鳥獣保護センター管理運営業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0508/tyoujuuhogosenta-koubo.html,2026-05-02
埼玉県,【委託候補事業者の決定】埼玉県の酒と観光の魅力発信のための記事・パンフレット等制作業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0806/sake_kiji.html,2026-05-02
埼玉県,令和7年度ワークエンゲージメント向上オフィス推進事業業務委託の公募型プロポーザルについて,https://www.pref.saitama.lg.jp/a0205/work-engagement.html,2026-05-02
埼玉県,【委託候補事業者の決定】サーキュラーエコノミースタートアップ企業ビジネスプランコンテスト運営等業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/r7_businessplan.html,2026-05-02
埼玉県,【委託候補事業者の決定】大企業のサーキュラーエコノミーニーズ調査業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/r7_daikigyouneeds.html,2026-05-02
埼玉県,【委託候補事業者の決定】埼玉県の酒を活用した観光プロモーション業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0806/sake_promotion.html,2026-05-02
埼玉県,埼玉県伝統文化魅力発信アプリ作成及び利用促進プロモーション業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0305/proposal-denntou-appri2025_syuusei.html,2026-05-02
埼玉県,【委託候補事業者の決定】埼玉県市町村デジタル化支援業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0105/shichoson_digital_sien_r7.html,2026-05-02
埼玉県,【募集終了】コバトンALKOOマイレージコールセンター業務に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0704/2025callcenter.html,2026-05-02
埼玉県,埼玉県公用車予約管理システム提供業務の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a1201/kouyousya/kouyousya.html,2026-05-02
埼玉県,スポーツツーリズム広域プロモーション業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/sports/promotion.html,2026-05-02
埼玉県,【委託候補事業者の決定】令和7年度埼玉県省エネナビゲーター事業等運営業務公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0502/shouene-shindan/r7itaku-proposal-navi.html,2026-05-02
埼玉県,【委託候補事業者の決定】令和7年度カーボンニュートラル推進分科会運営業務公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0502/cn-suishin-session/r7itaku-proposal-cn.html,2026-05-02
埼玉県,令和7年度ICT導入による看護業務改善を目指す病院へのアドバイザー派遣事業に係る委託業務の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0709/2024ictadvisercompe.html,2026-05-02
埼玉県,スポーツツーリズム周遊企画業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/sports/route.html,2026-05-02
埼玉県,【募集終了】ロボット関連技術PRカード作成等業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/r7kikakuteian_prcard.html,2026-05-02
埼玉県,【委託候補事業者の決定】埼玉県のいちごを活用した観光の魅力発信業務委託に係る企画提案競技について,https://www.pref.saitama.lg.jp/a0806/ichigo.html,2026-05-02
埼玉県,令和7年度パラスポーツ指導員養成講習会開催事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/parashidouinkikaku2025.html,2026-05-02
埼玉県,【契約先候補者の決定】埼玉県スポーツアプリ運用保守及びスマホスタンプラリー等観戦促進業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0312/webapplication/nyuusatu070408.html,2026-05-02
埼玉県,AIしごと診断・マッチングシステム構築業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0816/rodo/2025-jakunen.html,2026-05-02
埼玉県,北部地域振興交流拠点における産業振興施設の配置等調査検討業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0812/hokubu/20250325.html,2026-05-02
埼玉県,【委託候補事業者の決定】スポーツツーリズム動画制作業務委託企画提案競技について,https://www.pref.saitama.lg.jp/a0806/sports/movie.html,2026-05-02
埼玉県,【募集終了】働き方改革推進アドバイザー派遣業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/r7adviser.html,2026-05-02
埼玉県,【募集終了】働き方改革セミナー開催業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0809/r7seminar.html,2026-05-02
埼玉県,「令和7年度県内中小企業のためのデジタル人材育成事業業務委託」企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0811/dizitaljinzai/r7dizitalkikakuteian.html,2026-05-02
埼玉県,学生向け起業伴走プログラム業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r7_gakuseikigyo-itaku.html,2026-05-02
埼玉県,「令和7年度トラスト保全地保全管理業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0508/trusthozen-koubo.html,2026-05-02
埼玉県,音声テキスト化システム提供業務企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0104/dx/20250401_koubo.html,2026-05-02
埼玉県,朝霞児童相談所一時保護所学習支援業務に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0608/seibi/gakusyu-shien/r7_asaka_kobo.html,2026-05-02
埼玉県,「令和7年度緑のトラスト基金募金・広報活動業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0508/trustokikinbokinkoho.html,2026-05-02
埼玉県,女性によるビジネスプランコンテスト開催業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sswp_r7itaku.html,2026-05-02
埼玉県,企業版ふるさと納税（地方創生応援税制）募集事業紹介動画作成業務委託 企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0102/2025kifurumovie.html,2026-05-02
埼玉県,令和7年度バーチャル埼玉魅力発信等に関する業務における企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0301/r7virtual_koubo.html,2026-05-02
埼玉県,「性暴力等犯罪被害者支援業務委託」に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0311/2025irisitaku.html,2026-05-02
埼玉県,【募集終了】第4次埼玉県広域緑地計画策定に向けた調査委託に係る公募型プロポーザルの実施について,https://www.pref.saitama.lg.jp/a0508/2025_midori-chousa.html,2026-05-02
埼玉県,令和7年度SAITAMAリバーサポーターズプロジェクト事業支援業務及びデジタルポイントカードによる参加促進企画「リバサポ・クエスト」業務委託の企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0505/riversupporters/proposal2025rs.html,2026-05-02
埼玉県,スタートアップ創出・成長支援プログラム業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r7_startup-itaku.html,2026-05-02
埼玉県,【募集終了】オープンイノベーション創出・促進事業業務委託に係る企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0803/sspj/saron/r7_oi-itaku.html,2026-05-02
埼玉県,埼玉県住生活基本計画等支援業務の委託に関するプロポーザルの実施について,https://www.pref.saitama.lg.jp/a1107/jyuuseikatsu-proposal/jyuuseikatsu-r7proposal.html,2026-05-02
埼玉県,令和7年度埼玉県返礼品付ふるさと納税業務委託企画提案競技の実施について,https://www.pref.saitama.lg.jp/a0106/henreihinfurusatonouzei.html,2026-05-02
